ID_Appels,Source_revenu_menage,Niveau_education,Situation_menage,Situation_logement,Citoyennete_statut_immigration,Historique_recours_aide_alimentaire,Obtenu_aide_grace_aux_ressources,Apres_combien_jours_demarches,Apres_combien_jours_obtenu_aide,Retourner_aux_ressources_aide,Niveau_satisfaction_globale,Pourquoi_pas_obtenu_aide
107161822,Aide sociale,Universitaire - 1er cycle,Multigénérationnel,Sans domicile fixe,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Non  je n'ai pas été satisfait·e du service,2,
107166640,Assurance emploi (chômage),Universitaire - 2e cycle,Personne célibataire vivant seule,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Même jour,Oui  au moins une fois par mois,3,
107179207,Aucun revenu,Primaire,Monoparentale,Marché locatif privé,Visa temporaire,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,2,
107183596,Aucun revenu,Universitaire - 1er cycle,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Autres
107184217,Emploi temps plein,Universitaire - 1er cycle,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,,Incapacité à joindre l'organisme
107250609,,,,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
107261295,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,,Même jour,Même jour,Non  je n'ai pas été satisfait·e du service,1,
107276758,Aide sociale,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Lendemain,Oui  au moins une fois par mois,4,
107358936,,,,,,,Non  n'a pas obtenu d'aide,Même jour,,,,Incapacité à joindre l'organisme
107362620,Aucun revenu,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
107392682,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,2,Incapacité à joindre l'organisme
107396190,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 1 semaine ou plus,Non  je n'ai pas été satisfait·e du service,5,
107409738,Aucun revenu,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
107443148,Emploi temps partiel,Universitaire - 2e cycle,Couple sans enfant,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,,,Non  je n'ai pas été satisfait·e du service,4,Incapacité à joindre l'organisme
107446043,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,Incapacité à joindre l'organisme
107535598,Aide sociale,Professionnel (DEP),Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Incapacité à joindre l'organisme
107538932,,,,,,,,,,,,
107553956,Aide sociale,Collégial (Technique),Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,Autres
107577369,Emploi temps plein,Professionnel (DEP),Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,5,Horaire de service ne convient pas
107593635,Emploi temps partiel,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 1 semaine ou plus,Non  je n'ai pas été satisfait·e du service,5,
107594759,Aucun revenu,Secondaire,Biparentale,Marché locatif privé,Citoyenneté canadienne acquise,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
107603630,Emploi temps plein,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Résidence permanente,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,,,,1,
107636742,Emploi temps plein,Secondaire,Couple sans enfant,Marché locatif privé,Visa temporaire,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Lendemain,,,,Incapacité à joindre l'organisme
107641304,Aide sociale,Primaire,Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,,Oui  au moins une fois par mois,3,Autres
107677459,Aide sociale,Primaire,Couple sans enfant,Logement subventionné,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,Coût trop élevé
107679521,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,,,,,
107682720,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,Après 2 jours ou plus,,,
107689520,Allocation familiale,,Monoparentale,Marché locatif privé,,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Après 2 jours ou plus,,,,Incapacité à joindre l'organisme
107727765,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,Non  je n'ai pas été satisfait·e du service,5,Coût trop élevé
107734157,,,,,,,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
107757019,Aide sociale,Secondaire,Multigénérationnel,Marché locatif privé,Citoyenneté canadienne acquise,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,,
107763423,Aide sociale,Secondaire,Cohabitation,,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,3,
107802690,Aide sociale,Collégial (Technique),Couple sans enfant,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
107849755,Aide sociale,Primaire,Couple sans enfant,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,3,
107850654,,,,,,,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
107892688,Aide sociale,Secondaire,Monoparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,Autres
107914031,,,,,,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Lendemain,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,,
107943959,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
107963410,Emploi temps plein,Secondaire,Monoparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
107965281,Aide sociale,Secondaire,Biparentale,Sans domicile fixe,Demande dasile,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Après 2 jours ou plus,Même jour,Oui  mais moins d'une fois par mois,,
107985826,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
107991323,Régimes dinvalidité,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Résidence permanente,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,Incapacité à joindre l'organisme
107993795,,,,,,,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,,,,,
107997767,,,,,,,,,,,,
108092438,,,,,,,,,,,,
108186749,Emploi temps plein,Secondaire,Biparentale,Propriétaire,Citoyenneté canadienne acquise,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,,,,,Autres;Aucun transport
108196191,Allocation familiale,Collégial (Technique),Biparentale,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
108226411,Aide sociale,Primaire,Personne célibataire vivant seule,Marché locatif privé,Réfugié-e,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,,,,Incapacité à joindre l'organisme
108230883,,,,,,,,,,,,
108247682,,,,,,,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,,,,,Incapacité à joindre l'organisme
108338527,Aide sociale,Collégial (Technique),Biparentale,Marché locatif privé,Citoyenneté canadienne acquise,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Non  n'a pas obtenu d'aide,Lendemain,Na pas reçu daide encore,,,Liste d'attente complète
108383282,Aide sociale,Primaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
108386391,,,Monoparentale,,Visa temporaire,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Même jour,,,,Incapacité à joindre l'organisme
108401126,Aide sociale,Universitaire - 2e cycle,Personne célibataire vivant seule,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
108403589,,,Biparentale,,Demande dasile,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
108437540,Emploi temps plein,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
108453736,Ne veut pas répondre,Secondaire,Monoparentale,Marché locatif privé,Résidence permanente,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,Oui  au moins une fois par mois,5,
108523078,Aucun revenu,Universitaire - 1er cycle,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Non  n'a pas obtenu d'aide,Même jour,Na pas reçu daide encore,,,Liste d'attente complète
108525828,Emploi temps partiel,Secondaire,Cohabitation,Sans domicile fixe,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
108564081,Autre,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
108575046,Aucun revenu,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
108580545,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Lendemain,Après 1 semaine ou plus,Non  je n'ai pas été satisfait·e du service,,Incapacité à joindre l'organisme
108586328,Aide sociale,Ne veut pas répondre,Biparentale,Marché locatif privé,Demande dasile,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
108608100,,,,,Demande dasile,,,Même jour,,,,Incapacité à joindre l'organisme
108616371,Aucun revenu,,Biparentale,Propriétaire,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,Autres
108656277,Aide sociale,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,5,
108658281,Aide sociale,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,Service temporairement non disponible
108659977,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,1,
108679632,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,5,Incapacité à joindre l'organisme
108701289,Assurance emploi (chômage),Secondaire,Biparentale,Logement subventionné,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Même jour,Oui  au moins une fois par mois,5,
108767587,Emploi temps plein,Secondaire,Couple sans enfant,Logement subventionné,Réfugié-e,Première fois,Non  n'a pas obtenu d'aide,Ne les a pas contacté,Na pas reçu daide encore,,,Processus dinscription trop complexe
108794991,Ne veut pas répondre,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,4,
108839348,Aide sociale,Collégial (Technique),Personne célibataire vivant seule,Ne souhaite pas répondre,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
108842160,,,Biparentale,,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,,Après 1 semaine ou plus,Oui  au moins une fois par mois,,Barrière linguistique
108844669,Régimes dinvalidité,Professionnel (DEP),Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Non  n'a pas obtenu d'aide,Après 2 jours ou plus,Na pas reçu daide encore,,,
108849297,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Même jour,Oui  au moins une fois par mois,5,
108938376,Aucun revenu,Collégial (Technique),Biparentale,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
108945500,Emploi temps partiel,Collégial (Technique),Couple sans enfant,Marché locatif privé,Résidence permanente,Première fois,Non  n'a pas obtenu d'aide,Même jour,Na pas reçu daide encore,,,Incapacité à joindre l'organisme
108952796,Emploi temps plein,Collégial (Technique),Biparentale,Marché locatif privé,Résidence permanente,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,2,
108953645,Emploi temps plein,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
108958707,Prêts et bourses étudiants,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Même jour,Oui  au moins une fois par mois,4,
108987716,,,,,,,,,,,,
109000910,Assurance emploi (chômage),Primaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,Incapacité à joindre l'organisme
109024966,Aucun revenu,,Personne célibataire vivant seule,Sans domicile fixe,Visa temporaire,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Après 2 jours ou plus,,,,Incapacité à joindre l'organisme
109036471,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Non  n'a pas obtenu d'aide,Après 2 jours ou plus,Na pas reçu daide encore,,,
109070589,Aide sociale,Secondaire,Multigénérationnel,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Autres
109071964,Ne veut pas répondre,Ne veut pas répondre,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
109091362,,,,,Demande dasile,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Même jour,,,,Autres
109155692,Prêts et bourses étudiants,,Personne célibataire vivant seule,,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
